,MI Scores
prev_receiving_tds,0.0
prev_receiving_yards,0.0
prev_receiving_fumbles,0.0
season_special_teams_tds,0.0
season_receiving_fumbles_lost,0.0
recent_receiving_fumbles_lost,0.0
season_receiving_broken_tackles,0.0
season_receiving_fumbles,0.0
recent_receiving_broken_tackles,0.0
recent_receiving_yards_after_catch,0.0
prev_receiving_yards_after_catch,0.0
recent_receiving_drop_pct,0.0
season_receiving_first_downs,0.0
season_receiving_int,0.0
prev_wopr,0.0
